date,fng,close,rainbow_mid,rainbow_min,rainbow_max,rainbow_position,fng_velocity,rainbow_velocity,pos,trade,ret,turnover,strategy_ret,equity,bh_equity
2018-01-01,50,15269.805864646323,3901.1821096762646,1429.109824335923,15347.556153909833,0.9978605510453142,,,100.0,1,0.0,1.0,-0.001,0.999,1.0
2018-01-02,50,15371.31731870359,3907.221939735776,1431.3223794622158,15371.317318703575,1.0,,,100.0,0,0.0066478549208206505,0.0,0.0066478549208206505,1.0056412070658998,1.0066478549208207
2018-01-03,50,15037.594860944291,3913.269278652405,1433.53768528847,15395.108023929688,0.9901022098545157,,,100.0,0,-0.021710725947556297,0.0,-0.021710725947556297,0.9838080064177223,0.9847927992169393
2018-01-04,50,14656.012571242169,3919.3241334726863,1435.7557443960234,15418.928297309787,0.9786237402794538,,,100.0,0,-0.025375220787013597,0.0,-0.025375220787013597,0.9588436610428409,0.9598034645073483
2018-01-05,50,13921.60297924595,3925.386511247555,1437.9765593678267,15442.778166582804,0.9563168372991963,,,100.0,0,-0.05010978179953718,0.0,-0.05010978179953718,0.9107962144081148,0.9117079223304453
2018-01-06,50,14921.4525321643,3931.4564190325373,1440.2001327885125,15466.657659505732,0.9848828613717159,,,100.0,0,0.07182000193576155,0.0,0.07182000193576155,0.9762096002899898,0.977186787077067
2018-01-07,50,14808.035487143148,3937.533863887464,1442.4264672442903,15490.566803852502,0.9810180765299369,,,100.0,0,-0.007600938633599674,0.0,-0.007600938633599674,0.9687894910246547,0.9697592502749297
2018-01-08,50,14795.62936884735,3943.6188528767925,1444.655565323064,15514.505627415238,0.9800145250496686,0.0,0.017846025995645665,100.0,0,-0.0008377963644514708,0.0,-0.0008377963644514708,0.9679778427111555,0.9689467895006562
2018-01-09,50,14622.997838937736,3949.711393069347,1446.8874296143374,15538.474158003251,0.9744203407667044,0.0,0.025579659233295637,100.0,0,-0.011667738195246802,0.0,-0.011667738195246802,0.9566837306636019,0.9576413720356376
2018-01-10,50,14777.605481078805,3955.811491538451,1449.1220627092625,15562.472423443547,0.9782006771863676,0.0,0.011901532668148085,100.0,0,0.01057291014085937,0.0,0.01057291014085937,0.9667986617811303,0.9677664282093397
2018-01-11,50,14612.176141146014,3961.9191553619557,1451.3594672006504,15586.500451580952,0.9728085015844347,0.0,0.005815238695019098,100.0,0,-0.011194597131761741,0.0,-0.011194597131761741,0.9559757402549641,0.9569326729278921
2018-01-12,50,14953.837186552788,3968.0343916220827,1453.5996456829125,15610.55827027748,0.9818949909057667,0.0,0.025578153606570453,100.0,0,0.0233819413416938,0.0,0.0233819413416938,0.978328308937688,0.9793076165542424
2018-01-13,50,14081.695964602934,3974.1572074056485,1455.8426007521439,15634.645907413218,0.9559318634869901,0.0,0.02895099788472577,100.0,0,-0.05832223603010245,0.0,-0.05832223603010245,0.9212700143888931,0.9221922065954887
2018-01-14,50,14406.36266055639,3980.2876098039033,1458.0883350060635,15658.763390885706,0.9648845348192375,0.0,0.01613354171069936,100.0,0,0.023055937066782883,0.0,0.023055937066782883,0.9425107578621575,0.943454212074232
2018-01-15,50,15288.90302525735,3986.425605912531,1460.3368510440148,15682.910748609916,0.9892816415494863,0.0,0.009267116499817707,100.0,0,0.061260457305944094,0.0,0.061260457305944094,1.0002493979045652,1.0012506485531185
2018-01-16,50,14889.806342776172,3992.5712028317466,1462.588151467001,15707.088008518653,0.9774905708463463,0.0,0.0030702300796419113,100.0,0,-0.026103683293815738,0.0,-0.026103683293815738,0.9741392044068345,0.9751143187255603
2018-01-17,50,14388.717540692984,3998.7244076662655,1464.8422388776735,15731.295198562424,0.9624215474611467,0.0,0.015779129725220886,100.0,0,-0.03365314434235689,0.0,-0.03365314434235689,0.9413563571513827,0.9422986558071901
2018-01-18,50,14865.799885516264,4004.8852275252366,1467.0991158803083,15755.532346709175,0.9755136322325587,0.0,0.0027051306481240545,100.0,0,0.0331566967990049,0.0,0.0331566967990049,0.9725686244652668,0.973542166631899
2018-01-19,50,14646.648666692605,4011.0536695223414,1469.358785080842,15779.799480944688,0.9686090747407065,0.0,0.013285916165060252,100.0,0,-0.014741972884834698,0.0,-0.014741972884834698,0.9582310441747589,0.9591902344091683
2018-01-20,50,14835.249735692683,4017.2297407756955,1471.6212490868352,15804.09662927219,0.9733506133666869,0.0,0.017418749879696827,100.0,0,0.012876738787963804,0.0,0.012876738787963804,0.970569935029115,0.971541476505621
2018-01-21,50,14519.829797041464,4023.413448407981,1473.886510507521,15828.423819712869,0.9636497541208437,0.0,0.0012347806983937781,100.0,0,-0.021261518631016996,0.0,-0.021261518631016996,0.9499341442727885,0.950885029302091
2018-01-22,50,13425.152472235504,4029.604799546347,1476.15457195377,15852.781080305487,0.9299824615847011,0.0,0.059299179964785176,100.0,0,-0.07539188407215414,0.0,-0.07539188407215414,0.8783168193915936,0.8791960154070009
2018-01-23,50,14198.625141391838,4035.8038013223127,1478.4254360380523,15877.168439106003,0.9529311347614525,0.0,0.02455943608489375,100.0,0,0.05761369718190901,0.0,0.05761369718190901,0.9289198986537983,0.9298497484022008
2018-01-24,50,14253.875756383652,4042.0104608720953,1480.6991053745598,15901.585924188848,0.9539197995843663,0.0,0.008501747876780374,100.0,0,0.0038912651359988004,0.0,0.0038912651359988004,0.9325345722695654,0.9334680403098755
2018-01-25,50,13910.533855503652,4048.2247853363147,1482.9755825790971,15926.033563645786,0.9430016175172226,0.0,0.03251201471533616,100.0,0,-0.024087617062764966,0.0,-0.024087617062764966,0.9100720365949467,0.9109830196145616
2018-01-26,50,14989.526729941588,4054.446781859992,1485.2548702690813,15950.511385585889,0.9738240728742396,0.0,0.0052149981335331,100.0,0,0.07756660424725803,0.0,0.07756660424725803,0.9806632340940031,0.9816448789729765
2018-01-27,50,14515.35380770585,4060.676457592817,1487.5369710636392,15975.019418136595,0.9596364372818755,0.0,0.013714176084811402,100.0,0,-0.03163361530878617,0.0,-0.03163361530878617,0.9496413105992033,0.9505919025017053
2018-01-28,50,14822.514272700508,4066.913819688847,1489.8218875834982,15999.55768944253,0.9678109132700673,0.0,0.004161159149223548,100.0,0,0.021161073237608186,0.0,0.021161073237608186,0.9697367399222513,0.9707074473696212
2018-01-29,50,14585.840234202393,4073.1588753067435,1492.1096224510716,16024.126227666426,0.9603841416181853,0.0,0.030401680033484202,100.0,0,-0.015967199231105567,0.0,-0.015967199231105567,0.9542527601941899,0.9552079681623525
2018-01-30,50,14786.358850818966,4079.411631609602,1494.4001782903977,16048.725060988461,0.9654896166278403,0.0,0.01255848186638775,100.0,0,0.013747484779545127,0.0,0.013747484779545127,0.9673713354907985,0.9683396751659648
2018-01-31,41,14306.23284392119,4085.6720957649877,1496.6935577271518,16073.3542176064,0.9509383895923105,9.0,0.0029814099920558723,100.0,0,-0.03247087479357247,0.0,-0.03247087479357247,0.9359599419771858,0.936896838816002
2018-02-01,53,13316.965914967092,4091.9402749451024,1498.9897633887078,16098.013725736248,0.9201075535893913,3.0,0.02289406392783122,100.0,0,-0.06914936585660603,0.0,-0.06914936585660603,0.8712389055222777,0.8721110165388167
2018-02-02,53,13342.05202881204,4098.21617632655,1501.2887979040524,16122.703613611327,0.9202547588486918,3.0,0.053569314025547765,100.0,0,0.0018837709734433883,0.0,0.0018837709734433883,0.8728801200834351,0.8737538739573928
2018-02-03,52,14400.642809449131,4104.499807090439,1503.590663903822,16147.423909482679,0.9517724148493818,2.0,0.007864022432493734,100.0,0,0.07934242636373123,0.0,0.07934242636373123,0.9421365467355199,0.9430796263618821
2018-02-04,51,13925.335664371256,4110.791174422481,1505.8953640203395,16172.174641619456,0.9369889311688169,1.0,0.030821982101250422,100.0,0,-0.0330059672590447,0.0,-0.0330059672590447,0.911040418720418,0.9119523710915097
2018-02-05,47,14002.166647089272,4117.090285512791,1508.2029008875409,16196.955838308133,0.9386617132140991,3.0,0.021722428404086225,100.0,0,0.0055173522972657985,0.0,0.0055173522972657985,0.9160669496675471,0.9169839336011485
2018-02-06,24,13449.247933435126,4123.397147556087,1510.5132771410488,16221.767527853302,0.9210453386523025,26.0,0.04444427797553774,96.0,1,-0.03948808263677428,0.040000000000000036,-0.037948559331303304,0.8813035286766422,0.880773996254512
2018-02-07,43,15138.764715453995,4129.7117677514925,1512.826495418099,16246.609738576875,0.9702491816536412,2.0,0.019310792061330684,100.0,1,0.12562165485987453,0.040000000000000036,0.12558165485987452,0.9919790842417018,0.9914182832215488
2018-02-08,44,13808.643423090538,4136.03415330277,1515.142558357627,16271.482498819016,0.9308652457133151,9.0,0.010757692123923746,100.0,0,-0.0878619436502398,0.0,-0.0878619436502398,0.9048218738398409,0.9043103458873196
2018-02-09,40,14101.912483290353,4142.364311418119,1517.461468600193,16296.385836937341,0.9390738212341596,13.0,0.018819062385467822,96.0,1,0.021238079021536294,0.040000000000000036,0.02034855586067484,0.9232336922836314,0.9235161604732673
2018-02-10,40,13725.52440088688,4148.702249310309,1519.783228788033,16321.319781307462,0.9270337030798877,12.0,0.02473871176949405,96.0,0,-0.026690570009526238,0.0,-0.025622947209145187,0.8995777241245437,0.8988669877372267
2018-02-11,46,13552.78273667094,4155.047974196583,1522.1078415650202,16346.284360322574,0.9210546503633982,5.0,0.0159342808054187,100.0,1,-0.012585432743449587,0.040000000000000036,-0.012625432743449587,0.8882201660711038,0.8875543577177527
2018-02-12,40,14674.858352055217,4161.401493298723,1524.435309576691,16371.279602393734,0.9539186001921429,7.0,0.015256886978043838,100.0,0,0.08279300547983981,0.0,0.08279300547983981,0.9617585831479328,0.9610376505199343
2018-02-13,49,13675.6222323513,4167.762813843083,1526.7656354702572,16396.30553594998,0.9235684551389739,25.0,0.002523116486671362,96.0,1,-0.06809170458289115,0.040000000000000036,-0.0654080363995755,0.8988518427337887,0.8955989587276951
2018-02-14,38,13724.68938518998,4174.131943060422,1529.098821894543,16421.362189437696,0.9244339004867314,5.0,0.045815281166909805,100.0,1,0.00358792835931121,0.040000000000000036,0.00354792835931121,0.902040904677443,0.8988123036302839
2018-02-15,56,12542.201229057811,4180.50888818614,1531.4348715000745,16446.4495913215,0.8858376287536317,12.0,0.04502761695968338,96.0,1,-0.08615773537346261,0.040000000000000036,-0.0827514259585241,0.8273957335424674,0.8213726710236935
2018-02-16,55,13337.068131775017,4186.893656460178,1533.7737869390394,16471.567770083893,0.9110796189516714,15.0,0.027994202282488168,96.0,0,0.06337539066712261,0.0,0.060840375040437704,0.8777348002780491,0.8734274849331181
2018-02-17,45,13917.11435263124,4193.28625512688,1536.1155708652395,16496.71675422469,0.9283703092840286,5.0,0.0013366062041408888,100.0,1,0.043491284225675386,0.040000000000000036,0.04345128422567539,0.915873504559697,0.9114139679308612
2018-02-18,50,14467.630990786338,4199.686691435232,1538.4602259341777,16521.896572261976,0.9440698826021245,4.0,0.02301523223872637,100.0,0,0.03955680927857097,0.0,0.03955680927857097,0.9521025381028613,0.9474665964341278
2018-02-19,78,14124.257840725068,4206.094972638695,1540.8077548029944,16547.10725273143,0.9333092108055655,38.0,0.020609389386577415,96.0,1,-0.02373388914051966,0.040000000000000036,-0.02282453357489887,0.930371241755186,0.9249795292700147
2018-02-20,73,13948.893330825857,4212.511105995339,1543.1581601305195,16572.348824186865,0.9274042410820812,24.0,0.003835785943107295,96.0,0,-0.012415838897642861,0.0,-0.011919205341737146,0.919281955880659,0.9134951324509807
2018-02-21,49,14197.195065147276,4218.935098767635,1545.5114445771956,16597.62131519942,0.934194919741239,11.0,0.009761019254507675,96.0,0,0.017800819637260767,0.0,0.017088786851770336,0.9349913692813822,0.9297560945432563
2018-02-22,46,13570.677309935258,4225.366958222738,1547.8676108051795,16622.92475435864,0.9145410580876409,10.0,0.028703429334009156,100.0,1,-0.04412968564121922,0.040000000000000036,-0.04416968564121922,0.8936930944229704,0.8887262503680546
2018-02-23,60,13490.85777302302,4231.806691632236,1550.226661478254,16648.259170271536,0.9114145483526671,5.0,0.00033492940099566493,100.0,0,-0.005881765153593288,0.0,-0.005881765153593288,0.8884366015221864,0.8834989712775562
2018-02-24,70,12271.371266984524,4238.254306272332,1552.5885992618912,16673.624591563253,0.8708629203293843,25.0,0.057507388954644356,96.0,1,-0.09039354847228775,0.040000000000000036,-0.08681780653339624,0.8113044845340452,0.803636364192162
2018-02-25,35,13083.670378495815,4244.709809423701,1554.9534268232017,16699.021046876536,0.897221989853021,15.0,0.046847892749103504,96.0,0,0.06619464881620352,0.0,0.06354686286355538,0.8628603393533177,0.8568327910957928
2018-02-26,48,12388.905449439337,4251.173208371595,1557.3211468309723,16724.448564872142,0.8735963118690263,30.0,0.059712898936539194,96.0,0,-0.053101683927958554,0.0,-0.05097761657084021,0.8188737758195792,0.8113335270439135
2018-02-27,72,13945.360098003,4257.644510405843,1559.6917619556675,16749.907174228825,0.922808237359387,1.0,0.0045960037226941974,100.0,1,0.1256329427095677,0.040000000000000036,0.1255929427095677,0.9217185430324549,0.9132637455653729
2018-02-28,48,12917.307939123166,4264.123722820748,1562.06527486939,16775.396903642948,0.8899091223526937,1.0,0.04428579738854532,100.0,0,-0.07372001523482019,0.0,-0.07372001523482019,0.8537694379978861,0.8459379283288847
2018-03-01,67,13133.01877649098,4270.610852915225,1564.4416882459323,16800.917781829015,0.8962452204212293,21.0,0.01829583766641152,96.0,1,0.01669936478904277,0.040000000000000036,0.01599139019748106,0.8674223982195944,0.8600645543829358
2018-03-02,48,13287.135668946888,4277.105907992698,1566.8210047607388,16826.469837519267,0.9005196259926729,12.0,0.01089492235999423,96.0,0,0.011735069832671474,0.0,0.011265667039364614,0.8771944901404236,0.8701574719892251
2018-03-03,41,12422.225595072669,4283.608895361136,1569.203227090918,16852.05309946382,0.8715259018499796,29.0,0.000662981520595296,96.0,0,-0.06509379413469718,0.0,-0.062490042369309294,0.8223785692854239,0.8135156206427899
2018-03-04,69,13407.053935119391,4290.1198223331185,1571.5883579152685,16877.667596430947,0.9030246068333267,34.0,0.005802616980305708,96.0,0,0.07927954073200527,0.0,0.07610835910272505,0.884968452754984,0.8780107654256626
2018-03-05,48,12639.661907978552,4296.638696225701,1573.9763999142283,16903.313357206513,0.8775561449968973,0.0,0.00395983312787096,100.0,1,-0.057237930932065306,0.040000000000000036,-0.057277930932065305,0.8342792908410274,0.8277552458766188
2018-03-06,48,12609.305800795702,4303.165524360554,1576.367355769925,16928.99041059454,0.8759038268662669,24.0,0.04690441049312011,96.0,1,-0.0024016549970919954,0.040000000000000036,-0.0023455887972083154,0.8323224146826878,0.8257672633539901
2018-03-07,59,13169.367838333115,4309.700314063891,1578.7612281661518,16954.698785416927,0.8935713315028015,11.0,0.0036622091501078424,96.0,0,0.044416563955651744,0.0,0.04263990139742567,0.8678125603756248,0.862445007819236
2018-03-08,50,13315.857493571528,4316.2430726664,1581.1580197883407,16980.43851051318,0.897592178799644,17.0,0.0013469583784146977,96.0,0,0.011123514586024008,0.0,0.010678574002583048,0.8770795610219669,0.8720384274433569
2018-03-09,48,13997.656845809066,4322.793807503491,1583.5577333236524,17006.209614741372,0.9179880230628237,0.0,0.0174683970701508,100.0,1,0.05120206134427985,0.040000000000000036,0.05116206134427985,0.9219527593267868,0.916688592499881
